0,2013,11,26
1,5,0
0,26,11,1,5
1,136,116
2,140,123
3,143,120
4,144,111
5,143,108
6,142,111
7,142,116
8,142,119
9,142,120
10,147,125
11,135,119
12,125,116
13,119,116
14,110,119
15,110,122
16,116,123
17,119,122
18,126,122
19,130,123
20,140,121
21,147,116
22,155,116
23,140,115
24,141,112
25,137,118
26,131,122
27,128,118
28,125,115
29,122,116
30,122,108
31,124,103
32,121,108
33,126,112
34,131,110
35,131,106
36,143,106
37,134,109
38,129,116
39,135,117
40,143,118
41,141,119
42,141,119
43,139,125
44,137,132
45,134,134
46,137,134
47,141,131
48,153,126
49,156,115
50,146,117
51,135,123
52,124,125
53,122,122
54,130,118
55,131,119
56,129,120
57,136,117
58,137,115
59,143,115
60,143,116
61,142,119
62,140,118
63,137,118
64,146,118
65,138,118
66,132,125
67,132,127
68,132,123
69,140,120
70,148,116
71,149,115
72,142,116
73,130,119
74,120,124
75,118,126
76,119,129
77,120,132
78,135,136
79,136,137
80,145,137
81,149,131
82,156,118
83,163,109
84,169,105
85,169,100
86,165,98
87,160,93
88,156,92
89,153,91
90,148,94
91,142,104
92,147,117
93,142,118
94,135,118
95,136,117
96,137,119
97,129,119
98,134,120
99,128,117
100,144,115
101,144,115
102,144,112
103,139,113
104,131,114
105,122,114
106,129,122
107,130,120
108,124,121
109,131,126
110,132,124
111,137,125
1,26,11,1,8
112,143,131
113,144,129
114,143,122
115,136,114
116,132,110
117,134,110
118,136,111
119,141,110
120,142,109
121,133,108
122,126,106
123,129,116
124,129,120
125,131,124
126,136,127
127,135,125
128,137,123
129,133,119
130,135,115
131,135,114
132,132,109
133,131,107
134,128,111
135,117,113
136,105,118
137,108,123
138,119,119
139,123,115
140,137,114
141,140,116
142,149,117
143,154,117
144,150,117
145,146,117
146,150,120
147,148,121
148,148,123
149,141,128
150,135,127
151,137,120
152,136,117
153,135,118
154,133,117
155,131,116
156,130,116
157,126,117
158,127,121
159,132,118
160,135,112
161,137,108
162,138,106
163,136,108
164,140,110
165,146,117
166,156,116
167,160,108
168,169,106
169,171,108
170,171,106
171,168,107
172,160,110
173,156,108
174,148,109
175,146,111
176,148,109
177,149,112
178,139,115
179,143,121
180,151,120
181,147,120
182,141,122
183,135,121
184,135,120
185,133,116
186,132,115
187,134,111
188,133,108
189,125,107
190,127,108
191,127,112
192,124,117
193,127,121
194,125,117
195,126,114
196,116,112
197,118,111
198,118,111
199,122,111
200,120,109
201,123,108
202,124,108
203,128,109
204,126,110
205,125,114
206,115,119
207,118,130
208,124,126
209,129,120
210,137,119
211,141,120
212,147,120
213,146,121
214,147,123
215,140,125
216,134,131
217,132,132
218,131,131
219,123,128
220,119,126
221,123,127
222,130,127
223,142,129
224,148,129
2,26,11,1,16
225,148,124
226,142,122
227,142,123
228,140,128
229,143,133
230,148,134
231,149,132
232,153,132
233,147,125
234,147,108
235,149,92
236,148,90
237,147,95
238,138,99
239,131,103
240,135,105
241,128,108
242,129,112
243,130,115
244,137,118
245,145,119
246,143,118
247,135,117
