0,2013,11,26
1,35,1753
16,26,11,1,35
1754,143,126
1755,134,124
1756,141,123
1757,141,121
1758,143,117
1759,143,115
1760,139,120
1761,145,123
1762,148,122
1763,153,117
1764,153,113
1765,151,118
1766,145,124
1767,141,126
1768,130,131
1769,126,136
1770,136,140
1771,141,134
1772,143,130
1773,145,123
1774,145,121
1775,144,122
1776,139,114
1777,140,111
1778,140,108
1779,141,107
1780,137,111
1781,134,115
1782,129,129
1783,125,129
1784,130,127
1785,130,125
1786,124,121
1787,124,123
1788,126,121
1789,130,124
1790,136,131
1791,141,133
1792,138,131
1793,139,135
1794,135,136
1795,135,134
1796,130,138
1797,130,138
1798,132,135
1799,130,140
1800,135,137
1801,138,135
1802,142,133
1803,146,135
1804,140,139
1805,132,126
1806,125,116
1807,122,111
1808,120,109
1809,119,112
1810,121,117
1811,131,123
1812,138,128
1813,141,128
1814,141,127
1815,145,125
1816,138,126
1817,138,136
1818,133,142
1819,129,132
1820,124,125
1821,121,122
1822,126,117
1823,127,114
1824,132,110
1825,135,108
1826,144,110
1827,141,117
1828,136,118
1829,141,120
1830,144,123
1831,141,123
1832,138,131
1833,139,128
1834,142,122
1835,124,116
1836,136,113
1837,129,116
1838,125,114
1839,117,114
1840,129,117
1841,135,114
1842,134,111
1843,135,120
1844,133,121
1845,136,129
1846,132,132
1847,135,127
1848,137,128
1849,137,127
1850,136,123
1851,134,124
1852,129,122
1853,130,119
1854,130,115
1855,123,107
1856,127,101
1857,130,99
1858,128,102
1859,123,103
1860,121,108
1861,126,108
1862,128,106
1863,128,106
1864,135,108
17,26,11,1,38
1865,139,112
1866,140,118
1867,137,121
1868,152,121
1869,144,124
1870,143,124
1871,137,123
1872,137,124
1873,143,121
1874,148,119
1875,135,116
1876,127,113
1877,124,108
1878,133,103
1879,131,98
1880,129,95
1881,129,96
1882,138,104
1883,144,116
1884,144,123
1885,141,124
1886,138,129
1887,141,125
1888,134,124
1889,136,115
1890,133,108
1891,140,106
1892,143,110
1893,143,114
1894,142,115
1895,142,112
1896,148,122
1897,143,117
1898,139,114
1899,138,112
1900,131,108
1901,131,106
1902,132,113
1903,133,121
1904,134,129
1905,137,129
1906,141,132
1907,145,134
1908,144,132
1909,140,132
1910,148,129
1911,148,127
1912,146,126
1913,141,122
1914,137,118
1915,129,118
1916,131,111
1917,133,107
1918,139,102
1919,140,105
1920,141,110
1921,141,113
1922,139,116
1923,144,117
1924,152,112
1925,149,111
1926,143,111
1927,141,111
1928,138,116
1929,140,121
1930,140,124
1931,138,132
1932,138,134
1933,137,133
1934,139,131
1935,132,127
1936,128,125
1937,125,127
1938,134,128
1939,124,128
1940,128,128
1941,131,125
1942,133,125
1943,133,125
1944,133,121
1945,133,114
1946,133,121
1947,130,129
1948,129,130
1949,124,130
1950,122,131
1951,119,126
1952,126,124
1953,132,121
1954,137,120
1955,137,120
1956,132,117
1957,130,116
1958,126,114
1959,130,111
1960,137,114
1961,151,115
1962,152,107
1963,157,103
1964,149,106
1965,150,109
1966,152,116
1967,141,124
1968,130,126
1969,120,120
1970,114,112
1971,113,109
1972,117,115
1973,124,117
1974,129,117
1975,129,116
1976,118,123
1977,118,121
18,26,11,1,40
1978,116,115
1979,118,110
1980,127,111
1981,136,114
1982,140,118
1983,147,122
1984,151,124
1985,151,125
1986,154,125
1987,154,118
1988,152,119
1989,150,119
1990,147,119
1991,146,121
1992,144,117
1993,133,110
1994,133,113
1995,136,115
1996,142,117
1997,147,118
1998,150,121
1999,153,131
2000,149,128
2001,142,117
2002,137,112
2003,133,113
2004,136,111
2005,139,110
2006,141,111
2007,144,116
2008,141,120
2009,142,118
2010,138,114
2011,141,114
2012,144,115
2013,145,119
2014,144,123
2015,141,125
2016,138,118
2017,138,116
2018,139,116
2019,134,118
2020,130,118
2021,126,117
2022,125,122
2023,127,121
2024,129,121
2025,131,121
2026,134,123
2027,132,117
2028,131,120
2029,129,114
2030,130,109
2031,120,111
2032,120,113
2033,131,119
2034,123,120
2035,123,122
2036,115,122
2037,111,123
2038,117,120
2039,124,119
2040,123,117
2041,131,118
2042,133,118
2043,134,118
2044,131,117
2045,133,119
2046,128,121
2047,131,117
2048,132,116
2049,132,117
2050,127,119
2051,124,123
2052,122,125
2053,120,124
2054,119,123
2055,118,119
2056,112,118
2057,108,122
2058,122,121
2059,130,120
2060,139,117
2061,137,113
2062,137,112
2063,140,113
2064,136,115
2065,133,116
2066,132,113
2067,131,112
2068,131,109
2069,130,114
2070,132,116
2071,134,119
2072,130,125
2073,136,124
2074,136,124
2075,137,121
2076,135,116
2077,131,120
2078,127,115
2079,128,113
2080,124,117
2081,121,115
2082,123,112
2083,122,115
2084,118,113
2085,117,113
2086,125,117
2087,126,120
2088,123,121
2089,130,119
2090,133,116
2091,137,115
19,26,11,1,46
2092,139,117
2093,138,111
2094,139,115
2095,139,121
2096,141,117
2097,139,117
2098,140,125
2099,139,126
2100,146,135
2101,147,136
2102,145,138
2103,143,135
2104,143,128
2105,139,125
2106,138,122
2107,141,118
2108,144,115
2109,145,115
2110,145,116
2111,143,117
2112,143,118
2113,138,119
2114,129,123
2115,122,133
2116,120,136
2117,124,126
2118,123,125
2119,121,133
2120,122,133
2121,126,132
2122,125,131
2123,124,125
2124,127,131
2125,140,136
2126,143,135
2127,141,128
2128,144,116
2129,144,111
2130,135,108
2131,145,108
2132,138,107
2133,135,112
2134,131,117
2135,134,120
2136,136,122
2137,134,121
2138,125,120
2139,132,122
2140,137,122
2141,140,120
2142,137,118
2143,135,113
2144,129,111
2145,129,114
2146,132,120
2147,129,123
2148,129,125
2149,124,125
2150,119,129
2151,117,126
2152,126,126
2153,130,127
2154,137,127
2155,132,122
2156,126,114
2157,117,116
2158,116,129
2159,127,124
2160,127,123
2161,128,123
2162,133,119
2163,139,116
2164,143,114
2165,142,111
2166,138,109
2167,135,111
2168,129,111
2169,122,108
2170,117,106
2171,116,109
2172,116,115
2173,132,116
2174,136,120
2175,137,119
2176,136,120
2177,132,120
2178,126,117
2179,121,115
2180,125,111
2181,130,110
2182,130,111
2183,128,116
2184,129,126
2185,134,130
2186,144,133
2187,151,127
2188,151,124
2189,151,115
2190,148,116
2191,146,115
2192,140,119
2193,134,124
2194,132,127
2195,128,127
2196,129,128
2197,130,124
2198,127,125
2199,125,120
2200,119,117
2201,125,121
2202,125,119
2203,126,119
2204,127,118
20,26,11,1,47
2205,127,118
2206,133,122
2207,134,120
2208,133,122
2209,130,123
2210,128,122
2211,131,119
2212,133,117
2213,131,118
2214,127,119
2215,133,110
2216,129,109
2217,132,108
2218,136,110
2219,142,115
2220,140,117
2221,133,118
2222,126,119
2223,126,119
2224,126,129
2225,127,130
2226,127,133
2227,122,136
2228,120,137
2229,130,135
2230,138,131
2231,142,126
2232,138,125
2233,135,118
2234,134,118
2235,131,122
2236,130,120
2237,130,121
2238,124,124
2239,127,122
2240,124,127
2241,125,130
2242,131,132
2243,147,129
2244,153,128
2245,150,126
2246,147,122
2247,141,118
2248,134,119
2249,127,117
2250,126,119
2251,128,123
2252,132,126
2253,134,125
2254,132,126
2255,124,125
2256,117,129
2257,124,128
2258,124,129
2259,126,130
2260,128,126
2261,127,123
2262,127,119
2263,127,114
2264,128,114
2265,136,113
2266,145,114
2267,146,110
2268,141,112
2269,139,118
2270,138,124
2271,140,124
2272,143,120
2273,141,122
2274,135,126
2275,132,125
2276,121,126
2277,116,123
2278,117,120
2279,118,120
2280,118,110
2281,132,102
2282,147,102
2283,151,105
2284,155,104
2285,156,108
2286,145,106
2287,141,107
2288,144,107
2289,150,108
2290,153,110
2291,153,112
2292,144,114
2293,136,114
2294,123,117
2295,121,118
2296,118,117
2297,117,121
2298,116,122
2299,125,117
2300,128,108
2301,126,106
2302,129,106
2303,130,109
2304,126,110
2305,132,110
2306,134,113
2307,132,119
2308,126,114
2309,128,112
2310,138,107
2311,141,104
2312,142,108
2313,147,109
2314,148,111
2315,147,112
2316,142,111
21,26,11,1,48
2317,139,115
2318,138,117
2319,142,121
2320,144,124
2321,148,116
2322,151,114
2323,156,111
2324,155,107
2325,150,114
2326,138,120
2327,129,117
2328,137,117
2329,142,122
2330,142,124
2331,141,125
2332,131,122
2333,127,121
2334,120,115
2335,121,114
2336,127,116
2337,137,115
2338,140,114
2339,136,116
2340,122,114
2341,120,118
2342,134,119
2343,140,121
2344,143,123
2345,146,119
2346,146,122
2347,143,119
2348,132,116
2349,128,115
2350,130,113
2351,135,112
2352,139,113
2353,145,114
2354,144,123
2355,135,131
2356,132,133
2357,137,131
2358,141,128
2359,141,125
2360,143,118
2361,137,118
2362,139,125
2363,136,119
2364,130,116
2365,129,117
2366,137,119
2367,143,129
2368,147,133
2369,143,125
2370,145,130
2371,141,126
2372,139,122
2373,137,116
2374,135,114
2375,131,110
2376,126,110
2377,125,109
2378,132,113
2379,137,114
2380,142,116
2381,139,116
2382,135,118
2383,124,121
2384,122,125
2385,123,124
2386,123,122
2387,121,120
2388,120,116
2389,122,113
2390,126,109
2391,131,108
2392,136,108
2393,142,111
2394,143,117
2395,142,123
2396,142,118
2397,135,109
2398,139,118
2399,131,123
2400,124,123
2401,123,123
2402,117,118
2403,120,117
2404,129,117
2405,138,118
2406,140,119
2407,143,119
2408,143,119
2409,140,120
2410,137,115
2411,133,110
2412,136,113
2413,132,115
2414,131,118
2415,129,122
2416,131,123
2417,130,123
2418,131,119
2419,131,117
