0,2013,11,26
2,5,3556
31,26,11,2,5
32,26,11,2,5
3557,149,104
3558,152,104
3559,152,107
3560,123,110
3561,119,114
3562,127,123
3563,136,128
3564,136,124
3565,141,118
3566,141,112
3567,144,111
3568,143,110
3569,147,115
3570,151,119
3571,143,118
3572,139,116
3573,136,112
3574,132,106
3575,138,106
3576,137,105
3577,141,105
3578,140,100
3579,147,100
3580,159,100
3581,165,106
3582,153,112
3583,139,122
3584,140,129
3585,142,130
3586,144,128
3587,139,126
3588,133,123
3589,132,125
3590,134,128
3591,133,133
3592,141,130
3593,143,125
3594,141,117
3595,136,113
3596,128,111
3597,122,112
3598,136,107
3599,140,109
3600,142,110
3601,141,112
3602,134,112
3603,132,112
3604,121,111
3605,121,108
3606,124,108
3607,126,110
3608,136,114
3609,143,117
3610,147,119
3611,152,117
3612,123,110
3613,125,109
3614,127,110
3615,124,111
3616,132,115
3617,134,120
3618,133,128
3619,134,137
3620,143,148
3621,151,163
3622,141,164
3623,121,153
3624,227,172
3625,227,172
3626,227,172
3627,227,172
3628,227,172
3629,227,172
3630,229,172
3631,229,172
3632,229,172
3633,229,172
3634,229,172
3635,229,172
3636,229,172
3637,229,172
3638,229,172
3639,229,172
3640,229,172
3641,230,172
3642,230,172
3643,230,172
3644,230,172
3645,230,172
3646,230,172
3647,230,172
3648,230,172
3649,230,172
3650,230,172
3651,230,172
3652,231,172
3653,231,172
3654,231,172
3655,231,172
3656,231,172
3657,231,172
3658,231,172
3659,231,172
3660,231,172
3661,231,172
3662,231,172
3663,231,172
3664,231,172
3665,231,172
33,26,11,2,9
3666,231,172
3667,231,172
3668,231,172
3669,231,172
3670,231,172
3671,231,172
3672,231,172
3673,231,172
3674,231,172
3675,231,172
3676,231,172
3677,231,172
3678,231,172
3679,132,138
3680,127,115
3681,121,117
3682,129,116
3683,117,117
3684,116,117
3685,120,117
3686,125,116
3687,125,114
3688,134,114
3689,136,113
3690,137,111
3691,143,113
3692,139,113
3693,134,117
3694,133,118
3695,130,119
3696,126,116
3697,122,112
3698,116,108
3699,114,107
3700,108,105
3701,109,103
3702,112,103
3703,113,105
3704,109,106
3705,123,107
3706,125,109
3707,130,109
3708,138,107
3709,142,109
3710,141,113
3711,139,114
3712,135,113
3713,130,113
3714,127,114
3715,125,116
3716,127,117
3717,128,122
3718,127,127
3719,132,127
3720,130,116
3721,130,114
3722,131,115
3723,130,115
3724,117,111
3725,120,106
3726,117,100
3727,121,103
3728,122,103
3729,128,104
3730,131,110
3731,138,121
3732,142,133
3733,137,131
3734,126,123
3735,125,116
3736,115,112
3737,114,105
3738,117,103
3739,121,100
3740,127,101
3741,133,94
3742,137,94
3743,136,96
3744,134,104
3745,136,108
3746,137,118
3747,138,123
3748,130,116
3749,130,114
3750,135,115
3751,132,114
3752,135,109
3753,130,107
3754,131,108
3755,129,112
3756,125,115
3757,119,118
3758,116,122
3759,114,121
3760,114,119
3761,122,118
3762,124,118
3763,127,120
3764,123,118
3765,126,116
3766,122,111
3767,122,107
3768,121,108
3769,124,109
3770,128,113
3771,133,115
3772,136,121
3773,134,122
3774,132,126
3775,136,121
3776,134,116
3777,136,111
3778,135,109
34,26,11,2,11
3779,125,108
3780,122,110
3781,117,114
3782,120,121
3783,119,122
3784,118,125
3785,111,126
3786,113,128
3787,115,128
3788,121,132
3789,128,128
3790,126,121
3791,127,117
3792,128,115
3793,131,117
3794,134,120
3795,137,119
3796,136,114
3797,138,110
3798,131,109
3799,141,107
3800,145,107
3801,146,106
3802,146,105
3803,150,104
3804,151,103
3805,149,106
3806,148,112
3807,148,113
3808,145,112
3809,143,121
3810,140,134
3811,136,134
3812,130,124
3813,131,119
3814,130,113
3815,131,107
3816,131,105
3817,130,105
3818,128,105
3819,133,111
3820,139,124
3821,135,125
3822,131,111
3823,135,110
3824,127,109
3825,125,108
3826,126,108
3827,128,110
3828,128,111
3829,129,115
3830,130,123
3831,131,127
3832,126,121
3833,126,119
3834,127,120
3835,129,126
3836,129,131
3837,129,132
3838,128,134
3839,134,131
3840,135,123
3841,132,115
3842,133,112
3843,137,114
3844,136,113
3845,135,115
3846,136,114
3847,136,115
3848,134,114
3849,129,117
3850,137,120
3851,133,123
3852,124,122
3853,131,118
3854,136,120
3855,135,126
3856,136,125
3857,134,120
3858,142,118
3859,143,124
3860,145,121
3861,145,121
3862,134,114
3863,123,118
3864,125,125
3865,123,122
3866,124,116
3867,131,114
3868,136,115
3869,140,115
3870,147,112
3871,150,110
3872,147,113
3873,146,114
